r-ID	Equation in HC-ID	Equation with names	Reaction Category	dG	KEGG	Recon1	References
r0376	HC00012_c + HC00217_c <=> HC00018_c + HC00506_c	ATP(c) + dCMP(c) <=> ADP(c) + dCDP(c)	EC:2.7.4.14	0	R01665	 CYTK2	PMID:10462544 PMID:11912132
r0377	HC00012_c + HC00574_c --> HC00018_c + HC00217_c	ATP(c) + Deoxycytidine(c) --> ADP(c) + dCMP(c)	EC:2.7.1.74	-18.8406	R01666	 	PMID:12036920 PMID:1657002 PMID:213049 PMID:8399394 PMID:9342341 PMID:9593124
r0378	HC00506_c + HC00011_c --> HC00217_c + HC00019_c	dCDP(c) + H2O(c) --> dCMP(c) + Pi(c)	EC:3.6.1.12	-28.5414	R01667	 NDP6	PMID:6121703
r0379	HC00219_c + HC00011_c <=> HC00320_c + HC00024_c	Guanine(c) + H2O(c) <=> Xanthine(c) + NH3(c)	EC:3.5.4.3	-37.1913	R01676	 GUAD	PMID:10348987 PMID:14342518 PMID:16742482 PMID:4821397 PMID:4822729 PMID:950009
r0380	HC01441_s + HC00011_s <=> HC00220_s + HC00019_s	Lactose-6P(s) + H2O(s) <=> Lactose(s) + Pi(s)	EC:3.2.1.23	-9.70082	R01679	 	PMID:3109378 UNIPROT:P16278
r0381	HC00013_c + HC00011_c + HC00406_c <=> HC00014_c + HC00222_c	NAD+(c) + H2O(c) + Hypotaurine(c) <=> NADH(c) + Taurine(c)	EC:1.8.1.3		R01681	 	PMID:13979247 PMID:16680556 PMID:7295801
r0382	HC00437_m + HC00013_m <=> HC00225_m + HC00014_m	Dihydrolipoamide(m) + NAD+(m) <=> Lipoamide(m) + NADH(m)	EC:1.8.1.4	6.48117	R01698	 GCC2cm	PMID:2643922
r0383	HC00032_m + HC00225_m --> HC00682_m + HC00021_m	Pyruvate(m) + Lipoamide(m) --> S-Acetyldihydrolipoamide(m) + CO2(m)	EC:1.2.4.1	-40.545	R01699	 	PMID:18032470 PMID:2323578 PMID:2748588
r0384	HC00035_m + HC00225_m --> HC00695_m + HC00021_m	AKG(m) + Lipoamide(m) --> S-Succinyldihydrolipoamide(m) + CO2(m)	EC:1.2.4.2	-40.545	R01700	 	PMID:10676873
r0385	HC00139_m + HC00225_m --> HC00021_m + HC01292_m	3-Methyl-2-oxobutyrate(m) + Lipoamide(m) --> CO2(m) + S-(2-Methylpropanoyl)-dihydrolipoamide(m)	EC:1.2.4.4	-40.545	R01701	 	PMID:11839747 PMID:12387880 PMID:15576032
r0386	HC00211_m + HC00225_m --> HC01377_m + HC00021_m	4-Methyl-2-oxopentanoate(m) + Lipoamide(m) --> S-(3-Methylbutanoyl)-dihydrolipoamide(m) + CO2(m)	EC:1.2.4.4	-40.545	R01702	 	PMID:11839747 PMID:12387880 PMID:15576032
r0387	HC01607_c + HC00011_c <=> HC00207_c + HC00226_c	Hexadecanoyl-ACP(c) + H2O(c) <=> ACP(c) + Palmitate(c)	EC:2.3.1.85	-24.1034	R01706	 FA160ACPH	PMID:7567999
r0388	HC00011_c + HC00017_c + HC00416_c <=> HC00227_c + HC00036_c + HC00024_c	H2O(c) + O2(c) + Pyridoxamine(c) <=> Pyridoxal(c) + H2O2(c) + NH3(c)	EC:1.4.3.5	-107.068	R01710	 	PMID:6088736 PMID:9601034
r0389	HC00268_c + HC00017_c <=> HC00227_c + HC00036_c	Pyridoxine(c) + O2(c) <=> Pyridoxal(c) + H2O2(c)	EC:1.1.3.12	-117.397	R01711	 	PMID:6088736 PMID:9601034
r0390	HC00011_s + HC00229_s <=> 2 HC00040_s	H2O(s) + Isomaltose(s) <=> 2 Glucose(s)	EC:3.2.1.10	-13.0335	R01718	 	PMID:17194452 UNIPROT:P14410
r0391	HC00703_c + HC00023_c <=> HC00230_c + HC00117_c	Nicotinate_ribonucleotide(c) + PPi(c) <=> Nicotinate(c) + PRPP(c)	EC:2.4.2.11	0.293076	R01724	 	PMID:17604275 UNIPROT:Q6XQN6
r0392	HC00436_c + HC00013_c + HC00011_c <=> HC00235_c + HC00014_c	Glyceraldehyde(c) + NAD+(c) + H2O(c) <=> Glycerate(c) + NADH(c)	EC:1.2.1.3	-52.1	R01752	 	PMID:12705826 PMID:170276 PMID:6189823 PMID:6285247 PMID:8155713
r0393	HC00436_m + HC00013_m + HC00011_m --> HC00235_m + HC00014_m	Glyceraldehyde(m) + NAD+(m) + H2O(m) --> Glycerate(m) + NADH(m)	EC:1.2.1.3	-52.1	R01752	 	PMID:12705826 PMID:170276 PMID:6189823 PMID:6285247 PMID:8155713
r0394	HC00238_c + HC00013_c + HC00011_c <=> HC00320_c + HC00014_c	Hypoxanthine(c) + NAD+(c) + H2O(c) <=> Xanthine(c) + NADH(c)	EC:1.17.1.4	405.09	R01768	 	PMID:2713424 PMID:8248161
r0395	HC00238_c + HC00017_c + HC00011_c <=> HC00320_c + HC00036_c	Hypoxanthine(c) + O2(c) + H2O(c) <=> Xanthine(c) + H2O2(c)	EC:1.17.3.2	278.18	R01769	 	PMID:11993848 PMID:1643670 PMID:3010873 PMID:8343533
r0396	HC00011_r + HC00094_r --> HC00040_r + HC00019_r	H2O(r) + Glucose-6P(r) --> Glucose(r) + Pi(r)	EC:3.1.3.9	-11.13	R00303	 G6PPer	PMID:12101013 PMID:12485600 PMID:1662952 PMID:6291517 PMID:6321405 PMID:6935637
r0397	HC00242_c + HC00014_c <=> HC00245_c + HC00013_c	Dihydrobiopterin(c) + NADH(c) <=> Tetrahydrobiopterin(c) + NAD+(c)	EC:1.5.1.34	-19.0499	R01793	 DHPR	PMID:7317032
r0398	HC00242_c + HC00015_c <=> HC00245_c + HC00016_c	Dihydrobiopterin(c) + NADPH(c) <=> Tetrahydrobiopterin(c) + NADP+(c)	EC:1.5.1.34	-19.0499	R01794	 	PMID:7317032
r0399	HC00245_c + HC00081_c + HC00017_c <=> HC00242_c + HC00085_c + HC00011_c	Tetrahydrobiopterin(c) + Phenylalanine(c) + O2(c) <=> Dihydrobiopterin(c) + Tyrosine(c) + H2O(c)	EC:1.14.16.1	-382.157	R01795	 	PMID:3298976 PMID:4074362
r0400	HC00013_c + HC00017_c + HC00244_c <=> HC01115_c + HC00014_c + HC00011_c	NAD+(c) + O2(c) + N-Acetylneuraminate(c) <=> NeuNGc(c) + NADH(c) + H2O(c)	EC:1.14.18.2	-345.336	R01803	 	PMID:11522391 PMID:12192086
r0401	HC01734_c + HC00011_c --> HC00019_c + HC00244_c	N-Acetylneuraminate-9P(c) + H2O(c) --> Pi(c) + N-Acetylneuraminate(c)	EC:3.1.3.29	-9.70082	R01805	 ACNAMPH	PMID:16237198 PMID:6093772 PMID:6651781
r0402	HC00245_c + HC00016_c <-- HC00015_c + HC01254_c	Tetrahydrobiopterin(c) + NADP+(c) <-- NADPH(c) + 6-Lactoyl-5,6,7,8-tetrahydropterin(c)	EC:1.1.1.153	15.7424	R01813	 	PMID:1883349
r0403	HC00245_c + HC00080_c + HC00017_c <=> HC00472_c + HC00242_c + HC00011_c	Tetrahydrobiopterin(c) + Tryptophan(c) + O2(c) <=> 5-Hydroxy-L-tryptophan(c) + Dihydrobiopterin(c) + H2O(c)	EC:1.14.16.4	-382.157	R01814	 	UNIPROT:P17752
r0404	HC00246_c --> HC00466_c	Mannose-6P(c) --> Mannose-1P(c)	EC:5.4.2.8	5.31	R01818	 -PMANM	PMID:10593562 PMID:12889654 PMID:15361947
r0405	HC00246_c <=> HC00088_c	Mannose-6P(c) <=> Fructose-6P(c)	EC:5.3.1.8	-0.92	R00772	 MAN6PI	PMID:10571009 PMID:12231825 PMID:15033941 PMID:2085314 PMID:7702210 PMID:8381960
r0406	HC01436_c + HC00116_c <=> HC00088_c + HC00247_c	Sedoheptulose-7P(c) + GAP(c) <=> Fructose-6P(c) + Erythrose-4P(c)	EC:2.2.1.2	2.55	R01827	 TALA	PMID:8549825 UNIPROT:P37837
r0407	HC00361_c <=> HC00109_c + HC00247_c	Sedoheptulose-1,7PP(c) <=> DHAP(c) + Erythrose-4P(c)	EC:4.1.2.13	10.7182	R01829	 	PMID:10214945 PMID:2198022 PMID:4052378 PMID:4084320 PMID:6952783
r0408	HC00012_c + HC01436_c <=> HC00018_c + HC00361_c	ATP(c) + Sedoheptulose-7P(c) <=> ADP(c) + Sedoheptulose-1,7PP(c)	EC:2.7.1.11	-18.8406	R01843	 	PMID:4084320 PMID:4272358
r0409	HC00077_c + HC01436_c <=> HC00025_c + HC00361_c	UTP(c) + Sedoheptulose-7P(c) <=> UDP(c) + Sedoheptulose-1,7PP(c)	EC:2.7.1.11	-18.8406	R01847	 	PMID:11945275
r0410	HC00252_s + HC00011_s <=> HC00306_s + HC00023_s	dGTP(s) + H2O(s) <=> dGMP(s) + PPi(s)	EC:3.6.1.19	-34.5118	R01855	 	PMID:15652174 PMID:16752921 PMID:17095758
r0411	HC00012_c + HC00305_c <=> HC00018_c + HC00252_c	ATP(c) + dGDP(c) <=> ADP(c) + dGTP(c)	EC:2.7.4.6	0	R01857	 NDPK5	PMID:11768308 PMID:2546816 PMID:2832402 UNIPROT:P15531
r0412	HC00012_m + HC00305_m <-- HC00018_m + HC00252_m	ATP(m) + dGDP(m) <-- ADP(m) + dGTP(m)	EC:2.7.4.6	0	R01857	 NDPK5m	PMID:11768308 PMID:2546816 PMID:2832402 UNIPROT:P15531
r0413	HC00252_c + HC00032_c <-- HC00076_c + HC00305_c	dGTP(c) + Pyruvate(c) <-- PEP(c) + dGDP(c)	EC:2.7.1.40	19.3011	R01858	 	PMID:1009117 PMID:7154942
r0414	HC00012_m + HC00101_m + HC00253_m --> HC00018_m + HC00019_m + HC00495_m	ATP(m) + Propanoyl-CoA(m) + HCO3-(m) --> ADP(m) + Pi(m) + Methylmalonyl-CoA(m)	EC:6.4.1.3	-12.0747	R01859	 PPCOACm	PMID:2740237 PMID:6765947
r0415	HC00255_c + HC00019_c <=> HC00456_c + HC00238_c	Inosine(c) + Pi(c) <=> Ribose-1P(c) + Hypoxanthine(c)	EC:2.4.2.1	16.49	R01863	 PUNP5	PMID:2301 PMID:37803 UNIPROT:P00491
r0416	HC00329_m + HC00285_c --> HC00256_c + HC00324_m	Ubiquinone(m) + (S)-Dihydroorotate(c) --> Orotate(c) + Ubiquinol(m)	EC:1.3.1.14	20.0129	R01869	 DHORD9	PMID:184741 PMID:199900 PMID:216313 PMID:2540819 PMID:3733756 PMID:6186531 PMID:7196415 PMID:8925840 PMID:9179295
r0417	HC00023_c + HC00669_c <=> HC00256_c + HC00117_c	PPi(c) + Orotidine-5P(c) <=> Orotate(c) + PRPP(c)	EC:2.4.2.10	12.6023	R01870	 ORPT	PMID:6338005
r0418	HC00259_c + HC00019_c <=> HC00106_c + HC00456_c	Uridine(c) + Pi(c) <=> Uracil(c) + Ribose-1P(c)	EC:2.4.2.3	6.63189	R01876	 PYNP2r	PMID:8339277
r0419	HC00381_c + HC00011_c <=> HC00259_c + HC00024_c	Cytidine(c) + H2O(c) <=> Uridine(c) + NH3(c)	EC:3.5.4.5	-21.5327	R01878	 CYTD	PMID:17066440 PMID:17560270 PMID:17640070 PMID:17672864 PMID:18306229
r0420	HC00029_c + HC00439_c <=> HC00031_c + HC00260_c	SAM(c) + Guanidinoacetate(c) <=> SAH(c) + Creatine(c)	EC:2.1.1.2	-36.6764	R01883	 GACMTRc	PMID:11165387 PMID:12969151 PMID:13192118 PMID:15465786 PMID:8547310
r0421	HC00066_c + HC00442_c --> HC00023_c + HC00263_c	CTP(c) + Phosphocholine(c) --> PPi(c) + CDP-choline(c)	EC:2.7.7.15	4.47988	R01890	 CHLPCTD	PMID:10480912 PMID:2557076 PMID:8385107 PMID:9593753
r0422	HC00266_c + HC00016_c <=> HC01434_c + HC00015_c	Isocitrate(c) + NADP+(c) <=> Oxalosuccinate(c) + NADPH(c)	EC:1.1.1.42	26.0419	R01899	 	PMID:10521434 PMID:16489927 PMID:9866202
r0423	HC00266_m + HC00016_m <=> HC01434_m + HC00015_m	Isocitrate(m) + NADP+(m) <=> Oxalosuccinate(m) + NADPH(m)	EC:1.1.1.42	26.0419	R01899	 	PMID:10521434 PMID:16489927 PMID:9866202
r0424	HC00266_p + HC00016_p <=> HC01434_p + HC00015_p	Isocitrate(p) + NADP+(p) <=> Oxalosuccinate(p) + NADPH(p)	EC:1.1.1.42	26.0419	R01899	 	PMID:10521434 PMID:16489927 PMID:9866202
r0425	HC00266_m + HC00013_m <=> HC01434_m + HC00014_m	Isocitrate(m) + NAD+(m) <=> Oxalosuccinate(m) + NADH(m)	EC:1.1.1.42	26.0419		 	PMID:10521434 PMID:16489927 PMID:18484410 PMID:9866202
r0426	HC00266_m <=> HC00342_m + HC00011_m	Isocitrate(m) <=> cis-Aconitate(m) + H2O(m)	EC:4.2.1.3	0.2219	R01900	 	PMID:15263083 PMID:16511074
r0427	HC00317_c + HC00016_c <=> HC00267_c + HC00015_c	Xylitol(c) + NADP+(c) <=> L-Xylulose(c) + NADPH(c)	EC:1.1.1.10	15.9517	R01904	 -XYLUR	PMID:28341 PMID:4397414 PMID:6821187
r0428	HC00012_c + HC00268_c <=> HC00018_c + HC00459_c	ATP(c) + Pyridoxine(c) <=> ADP(c) + Pyridoxine-P(c)	EC:2.7.1.35	-18.8406	R01909	 PYDXNK	PMID:6088736
r0429	HC00683_c + HC00132_c <=> HC00165_c + HC00269_c	S-Adenosylmethioninamine(c) + Putrescine(c) <=> 5-Methylthioadenosine(c) + Spermidine(c)	EC:2.5.1.16	-43.7939	R01920	 SPMS	PMID:2730590 PMID:3109311
r0430	HC00086_r + HC00270_r <=> HC00020_r + HC10859_r	Malonyl-CoA(r) + L-Carnitine(r) <=> CoA(r) + Malonyl-Carnitin(r)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0431	HC00086_c + HC00270_c <=> HC00020_c + HC10859_c	Malonyl-CoA(c) + L-Carnitine(c) <=> CoA(c) + Malonyl-Carnitin(c)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0432	HC00086_m + HC00270_m <=> HC00020_m + HC10859_m	Malonyl-CoA(m) + L-Carnitine(m) <=> CoA(m) + Malonyl-Carnitin(m)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0433	HC00086_p + HC00270_p <-- HC00020_p + HC10859_p	Malonyl-CoA(p) + L-Carnitine(p) <-- CoA(p) + Malonyl-Carnitin(p)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0434	HC00150_r + HC00270_r <=> HC00020_r + HC01034_r	Palmitoyl-CoA(r) + L-Carnitine(r) <=> CoA(r) + L-Palmitoylcarnitine(r)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0435	HC00150_c + HC00270_c <=> HC00020_c + HC01034_c	Palmitoyl-CoA(c) + L-Carnitine(c) <=> CoA(c) + L-Palmitoylcarnitine(c)	EC:2.3.1.21	-15.1311	R01923	 C160CPT1	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0436	HC00150_m + HC00270_m <-- HC00020_m + HC01034_m	Palmitoyl-CoA(m) + L-Carnitine(m) <-- CoA(m) + L-Palmitoylcarnitine(m)	EC:2.3.1.21	-15.1311	R01923	 -C160CPT2	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0437	HC00150_p + HC00270_p <=> HC00020_p + HC01034_p	Palmitoyl-CoA(p) + L-Carnitine(p) <=> CoA(p) + L-Palmitoylcarnitine(p)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0438	HC01983_r + HC00270_r <=> HC00020_r + HC10855_r	Linoleoyl-CoA(r) + L-Carnitine(r) <=> CoA(r) + linoleic-Carnitine(r)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0439	HC01983_c + HC00270_c <=> HC00020_c + HC10855_c	Linoleoyl-CoA(c) + L-Carnitine(c) <=> CoA(c) + linoleic-Carnitine(c)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0440	HC01983_p + HC00270_p --> HC00020_p + HC10855_p	Linoleoyl-CoA(p) + L-Carnitine(p) --> CoA(p) + linoleic-Carnitine(p)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0441	HC01986_r + HC00270_r <=> HC00020_r + HC12236_r	Arachidonyl-CoA(r) + L-Carnitine(r) <=> CoA(r) + Arachidonyl-Carnitine(r)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0442	HC01986_c + HC00270_c <=> HC00020_c + HC12236_c	Arachidonyl-CoA(c) + L-Carnitine(c) <=> CoA(c) + Arachidonyl-Carnitine(c)	EC:2.3.1.21	-15.1311	R01923	 C204CPT1	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0443	HC01986_p + HC00270_p --> HC00020_p + HC12236_p	Arachidonyl-CoA(p) + L-Carnitine(p) --> CoA(p) + Arachidonyl-Carnitine(p)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0444	HC10852_r + HC00270_r <=> HC00020_r + HC10854_r	palmitoleoyl-CoA(r) + L-Carnitine(r) <=> CoA(r) + palmitoleoyl-Carnitine(r)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0445	HC10852_c + HC00270_c <=> HC00020_c + HC10854_c	palmitoleoyl-CoA(c) + L-Carnitine(c) <=> CoA(c) + palmitoleoyl-Carnitine(c)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0446	HC10852_m + HC00270_m <=> HC00020_m + HC10854_m	palmitoleoyl-CoA(m) + L-Carnitine(m) <=> CoA(m) + palmitoleoyl-Carnitine(m)	EC:2.3.1.21	-15.1311	R01923	 	PMID:1735445 PMID:1988962 PMID:2355017 PMID:6361812 PMID:7892212
r0447	HC00271_c + HC00012_c --> HC01702_c + HC00018_c	Sphingosine(c) + ATP(c) --> Sphingosine-1P(c) + ADP(c)	EC:2.7.1.91	-18.8406	R01926	 SPHK21c	PMID:10802064 PMID:11410609 PMID:2061324
r0448	HC00273_m + HC00020_m + HC00013_m <=> HC00411_m + HC00021_m + HC00014_m	2-Oxoadipate(m) + CoA(m) + NAD+(m) <=> Glutaryl-CoA(m) + CO2(m) + NADH(m)	EC:1.2.4.2	-34.0638	R01933	 2OXOADOXm	PMID:10676873
r0449	HC00273_c + HC00024_c + HC00016_c <=> HC00907_c + HC00015_c + HC00011_c	2-Oxoadipate(c) + NH3(c) + NADP+(c) <=> 2-Aminomuconate(c) + NADPH(c) + H2O(c)	EC:1.5.1.-	74.4957	R01938	 -AMCOXO	
r0450	HC00035_m + HC00599_m <=> HC00273_m + HC00034_m	AKG(m) + L-2-Aminoadipate(m) <=> 2-Oxoadipate(m) + Glutamate(m)	EC:2.6.1.39	0	R01939	 	PMID:8087205
r0451	HC00273_m + HC00225_m --> HC01712_m + HC00021_m	2-Oxoadipate(m) + Lipoamide(m) --> S-Glutaryldihydrolipoamide(m) + CO2(m)	EC:1.2.4.2	-40.545	R01940	 	PMID:10676873
r0452	HC00051_c + HC01030_c <-- HC00023_c + HC00275_c	GTP(c) + L-Fucose-1P(c) <-- PPi(c) + GDP-L-fucose(c)	EC:2.7.7.30	4.47988	R01951	 F1PGT	PMID:5646162 PMID:6251080
r0453	HC00012_c + HC00277_c + HC00055_c <=> HC00030_c + HC00023_c + HC01113_c	ATP(c) + Citrulline(c) + Aspartate(c) <=> AMP(c) + PPi(c) + Argininosuccinate(c)	EC:6.3.4.5	-0.502416	R01954	 ARGSS	PMID:12055339 PMID:518841 PMID:6194510 PMID:650761 PMID:652976 PMID:7776957
r0454	HC00985_c + HC00011_c <=> HC00061_c + HC00278_c	L-Formylkynurenine(c) + H2O(c) <=> Formate(c) + Kynurenine(c)	EC:3.5.1.9	10.8	R01958	 FKYNH	
r0455	HC00278_c + HC00017_c + HC00015_c <=> HC00011_c + HC01079_c + HC00016_c	Kynurenine(c) + O2(c) + NADPH(c) <=> H2O(c) + 3-Hydroxy-L-kynurenine(c) + NADP+(c)	EC:1.14.13.9	-401.207	R01960	 KYN3OX	
r0456	HC00012_c + HC00280_c --> HC00018_c + HC00306_c	ATP(c) + Deoxyguanosine(c) --> ADP(c) + dGMP(c)	EC:2.7.1.113	-18.8406	R01967	 	PMID:15748706
r0457	HC00012_m + HC00280_m --> HC00018_m + HC00306_m	ATP(m) + Deoxyguanosine(m) --> ADP(m) + dGMP(m)	EC:2.7.1.113	-18.8406	R01967	 DGNSKm	PMID:15748706
r0458	HC00306_c + HC00011_c --> HC00019_c + HC00280_c	dGMP(c) + H2O(c) --> Pi(c) + Deoxyguanosine(c)	EC:3.1.3.5	-9.70082	R01968	 NTD8	PMID:11690631 PMID:17405878 PMID:6284244 PMID:7999131 UNIPROT:P21589 UNIPROT:Q96P26
r0459	HC00019_c + HC00280_c <=> HC00219_c + HC00489_c	Pi(c) + Deoxyguanosine(c) <=> Guanine(c) + 2-Deoxy-D-ribose-1P(c)	Enzyme catalyzed	6.63189	R01969	 PUNP4	PMID:2301 PMID:37803 UNIPROT:P00491
r0460	HC00686_m + HC00013_m <=> HC00014_m + HC00282_m	(S)-3-Hydroxybutyryl-CoA(m) + NAD+(m) <=> NADH(m) + Acetoacetyl-CoA(m)	EC:1.1.1.35	15.7424	R01975	 -HACD1m	PMID:10231530 PMID:10329704 PMID:1651711 PMID:1735445 PMID:6773478 PMID:7150615 PMID:8188243 PMID:8687463 PMID:9553139
r0461	HC00302_c + HC00020_c <=> HC00033_c + HC00011_c + HC00282_c	HMG-CoA(c) + CoA(c) <=> Acetyl-CoA(c) + H2O(c) + Acetoacetyl-CoA(c)	EC:2.3.3.10	27.076	R01978	 -HMGCOASi	PMID:11087424 PMID:11108725 PMID:1358203 PMID:7893153
r0462	HC00302_m + HC00020_m <=> HC00033_m + HC00011_m + HC00282_m	HMG-CoA(m) + CoA(m) <=> Acetyl-CoA(m) + H2O(m) + Acetoacetyl-CoA(m)	EC:2.3.3.10	27.076	R01978	 -HMGCOASim	PMID:11087424 PMID:11108725 PMID:1358203 PMID:7893153
r0463	HC00302_p + HC00020_p <=> HC00033_p + HC00011_p + HC00282_p	HMG-CoA(p) + CoA(p) <=> Acetyl-CoA(p) + H2O(p) + Acetoacetyl-CoA(p)	EC:2.3.3.10	27.076	R01978	 	PMID:11087424 PMID:11108725 PMID:1358203 PMID:7893153
r0464	HC00011_m + HC00428_m + HC00016_m <=> HC00284_m + HC00015_m	H2O(m) + 4-Aminobutanal(m) + NADP+(m) <=> 4-Aminobutyrate(m) + NADPH(m)	EC:1.2.1.3	-41.0432	R01986	 	PMID:10467734 PMID:11790142 PMID:4817964 PMID:8155713 PMID:8645224 PMID:8786138
r0465	HC00012_c + HC00133_c + HC00284_c --> HC00030_c + HC00023_c + HC00576_c	ATP(c) + Histidine(c) + 4-Aminobutyrate(c) --> AMP(c) + PPi(c) + Homocarnosine(c)	EC:6.3.2.11	-32.5733	R01991	 	PMID:448355 PMID:487087
r0466	HC00011_c + HC00576_c --> HC00284_c + HC00133_c	H2O(c) + Homocarnosine(c) --> 4-Aminobutyrate(c) + Histidine(c)	EC:3.4.13.3	-1.93849	R01992	 	PMID:2334521 PMID:4026801
r0467	HC00011_c + HC00285_c <-- HC00356_c	H2O(c) + (S)-Dihydroorotate(c) <-- N-Carbamoyl-L-aspartate(c)	EC:3.5.2.3	-22.1189	R01993	 DHORTS	PMID:2903106 PMID:4831620
r0468	HC00127_p + HC00288_p <=> HC00023_p + HC00362_p	Isopentenyl-PP(p) + Geranyl-PP(p) <=> PPi(p) + Farnesyl-PP(p)	EC:2.5.1.10	-54.4284	R02003	 GRTTx	PMID:11108725 PMID:12121718 PMID:17180682 PMID:7295734 PMID:8119922 PMID:8188698
r0469	HC00289_c + HC00016_c <=> HC00290_c + HC00015_c	Thioredoxin(c) + NADP+(c) <=> Oxidized_thioredoxin(c) + NADPH(c)	Uncategorized reaction	3.35	R02016	 -TRDR	PMID:10462449 PMID:11060283 PMID:15110392
r0470	HC00129_c + HC00290_c + HC00011_c <=> HC00289_c + HC00012_c	dATP(c) + Oxidized_thioredoxin(c) + H2O(c) <=> Thioredoxin(c) + ATP(c)	EC:1.17.4.1	62.49	R02017	 	PMID:6121703 PMID:8074691
r0471	HC00192_c + HC00290_c + HC00011_c <=> HC00289_c + HC00018_c	dADP(c) + Oxidized_thioredoxin(c) + H2O(c) <=> Thioredoxin(c) + ADP(c)	EC:1.17.4.1	62.49	R02017	 -RNDR1	PMID:6121703 PMID:8074691
r0472	HC00252_c + HC00290_c + HC00011_c <=> HC00289_c + HC00051_c	dGTP(c) + Oxidized_thioredoxin(c) + H2O(c) <=> Thioredoxin(c) + GTP(c)	EC:1.17.4.1	62.49	R02017	 	PMID:6121703 PMID:8074691
r0473	HC00305_c + HC00290_c + HC00011_c <=> HC00289_c + HC00043_c	dGDP(c) + Oxidized_thioredoxin(c) + H2O(c) <=> Thioredoxin(c) + GDP(c)	EC:1.17.4.1	62.49	R02017	 -RNDR2	PMID:6121703 PMID:8074691
r0474	HC00367_c + HC00290_c + HC00011_c <=> HC00289_c + HC00066_c	dCTP(c) + Oxidized_thioredoxin(c) + H2O(c) <=> Thioredoxin(c) + CTP(c)	EC:1.17.4.1	62.49	R02017	 	PMID:6121703 PMID:8074691
r0475	HC00369_c + HC00290_c + HC00011_c <=> HC00289_c + HC00077_c	dUTP(c) + Oxidized_thioredoxin(c) + H2O(c) <=> Thioredoxin(c) + UTP(c)	EC:1.17.4.1	62.49	R02017	 	PMID:6121703 PMID:8074691
r0476	HC00506_c + HC00290_c + HC00011_c <=> HC00289_c + HC00110_c	dCDP(c) + Oxidized_thioredoxin(c) + H2O(c) <=> Thioredoxin(c) + CDP(c)	EC:1.17.4.1	62.49	R02017	 -RNDR3	PMID:6121703 PMID:8074691
r0477	HC00768_c + HC00290_c + HC00011_c <=> HC00289_c + HC00025_c	dUDP(c) + Oxidized_thioredoxin(c) + H2O(c) <=> Thioredoxin(c) + UDP(c)	EC:1.17.4.1	62.49	R02017	 -RNDR4	PMID:6121703 PMID:8074691
r0478	HC00733_r + HC00011_r <=> HC00292_r	Glucono-1,5-lactone-6P(r) + H2O(r) <=> 6-Phospho-D-gluconate(r)	EC:3.1.1.31	-34.39	R02035	 PGLer	PMID:3858849 PMID:3932573 PMID:6852020 PMID:971315
r0479	HC00733_c + HC00011_c <=> HC00292_c	Glucono-1,5-lactone-6P(c) + H2O(c) <=> 6-Phospho-D-gluconate(c)	EC:3.1.1.31	-34.39	R02035	 PGL	PMID:3858849 PMID:3932573 PMID:6852020 PMID:971315
r0480	HC00029_c + HC00293_c <=> HC00031_c + HC00718_c	SAM(c) + Ethanolamine-P(c) <=> SAH(c) + N-Methylethanolamine-P(c)	EC:2.1.1.103	-43.7939	R02037	 	PMID:2403362
